Date,Time,Room,Temperature (°C),Humidity (%),Light (lux),Motion
23/2/2026,00:48:00,Living Room,27.7,80.9,89.38,Not Detected
23/2/2026,00:47:59,Bedroom,27.4,81.3,89.33,Not Detected
23/2/2026,00:46:48,Living Room,27.7,80.8,89.55,Detected
23/2/2026,00:46:44,Bedroom,27.4,81.2,89.67,Not Detected
23/2/2026,00:45:01,Living Room,27.7,80.7,89.3,Not Detected
23/2/2026,00:45:00,Bedroom,27.5,81,89.3,Not Detected
23/2/2026,00:43:56,Living Room,27.7,80.7,89.3,Detected
23/2/2026,00:43:55,Bedroom,27.4,81,89.45,Detected
23/2/2026,00:43:01,Living Room,27.8,80.6,89.26,Not Detected
23/2/2026,00:43:00,Bedroom,27.5,80.9,89.35,Not Detected
23/2/2026,00:41:55,Living Room,27.8,80.5,89.3,Not Detected
23/2/2026,00:41:54,Bedroom,27.5,80.5,89.33,Not Detected
23/2/2026,00:40:58,Living Room,27.8,80.6,89.26,Not Detected
23/2/2026,00:40:57,Bedroom,27.7,80.6,89.3,Not Detected
23/2/2026,00:40:03,Living Room,27.7,80.6,89.38,Not Detected
23/2/2026,00:40:02,Bedroom,27.5,81,89.47,Not Detected
23/2/2026,00:38:58,Living Room,27.8,80.4,89.33,Not Detected
23/2/2026,00:38:57,Bedroom,27.5,80.8,89.33,Not Detected
23/2/2026,00:37:02,Bedroom,27.6,80.1,89.11,Not Detected
23/2/2026,00:36:54,Living Room,27.8,80.4,89.01,Not Detected
22/2/2026,21:39:01,Living Room,27.4,80,86.32,Detected
22/2/2026,21:38:59,Bedroom,27.5,78.6,86.32,Detected
22/2/2026,21:38:01,Living Room,27.4,80,86.32,Detected
22/2/2026,21:37:59,Bedroom,27.6,78.7,86.32,Detected
22/2/2026,21:37:01,Living Room,27.4,79.9,86.2,Detected
22/2/2026,21:37:00,Bedroom,27.6,78.6,86.32,Detected
22/2/2026,21:36:03,Bedroom,27.6,78.5,86.32,Detected
22/2/2026,21:35:54,Living Room,27.4,79.8,86.3,Detected
22/2/2026,21:34:58,Living Room,27.4,79.7,86.25,Detected
22/2/2026,21:34:57,Bedroom,27.6,78.4,86.32,Detected
22/2/2026,21:34:01,Living Room,27.4,79.8,86.2,Detected
22/2/2026,21:34:00,Bedroom,27.6,78.3,86.3,Detected
22/2/2026,21:32:56,Living Room,27.4,79.9,86.15,Detected
22/2/2026,21:32:55,Bedroom,27.7,78.3,86.28,Detected
22/2/2026,21:31:59,Living Room,27.4,79.8,86.18,Detected
22/2/2026,21:31:58,Bedroom,27.6,78.2,86.3,Detected
22/2/2026,21:30:54,Living Room,27.4,79.7,86.01,Detected
22/2/2026,21:30:53,Bedroom,27.7,78.3,86.06,Detected
22/2/2026,21:30:08,Living Room,27.4,79.7,86.08,Detected
22/2/2026,21:30:06,Bedroom,27.6,78.3,86.18,Detected
22/2/2026,21:29:01,Living Room,27.4,79.8,86.2,Detected
22/2/2026,21:28:59,Bedroom,27.6,78.4,86.25,Detected
22/2/2026,21:27:56,Living Room,27.4,79.9,85.98,Detected
22/2/2026,21:27:55,Bedroom,27.6,78.5,86.08,Detected
22/2/2026,21:24:59,Living Room,27.3,79.9,85.54,Detected
22/2/2026,21:24:58,Bedroom,27.6,78.3,85.54,Detected
22/2/2026,21:24:02,Bedroom,27.6,78.4,85.37,Detected
22/2/2026,21:23:53,Living Room,27.3,80,85.37,Detected
22/2/2026,21:22:00,Living Room,27.3,79.9,85.3,Detected
22/2/2026,21:21:58,Bedroom,27.5,78.6,85.4,Detected
22/2/2026,21:21:00,Living Room,27.3,79.9,85.35,Detected
22/2/2026,21:20:59,Bedroom,27.5,78.4,85.32,Detected
22/2/2026,21:20:04,Living Room,27.3,79.9,85.4,Detected
22/2/2026,21:20:03,Bedroom,27.5,78.3,85.47,Detected
22/2/2026,21:18:58,Living Room,27.3,80,85.52,Detected
22/2/2026,21:18:57,Bedroom,27.6,78.3,85.67,Detected
22/2/2026,21:18:02,Living Room,27.3,79.9,85.54,Detected
22/2/2026,21:18:00,Bedroom,27.6,78.3,85.49,Detected
22/2/2026,21:16:02,Living Room,27.2,80,85.52,Detected
22/2/2026,21:16:00,Bedroom,27.5,78.5,85.54,Detected
22/2/2026,21:15:06,Living Room,27.2,80,85.54,Detected
22/2/2026,21:15:04,Bedroom,27.5,78.4,85.54,Detected
22/2/2026,21:14:00,Living Room,27.2,80.1,85.54,Detected
22/2/2026,21:13:59,Bedroom,27.5,78.4,85.59,Detected
22/2/2026,21:12:55,Living Room,27.2,80.2,85.54,Detected
22/2/2026,21:12:53,Bedroom,27.5,78.6,85.54,Detected
22/2/2026,21:11:02,Living Room,27.2,80.2,79.66,Detected
22/2/2026,21:11:01,Bedroom,27.3,78.8,79.68,Detected
22/2/2026,21:10:07,Living Room,27.1,80.2,78.61,Detected
22/2/2026,21:10:06,Bedroom,27.4,78.7,78.8,Detected
22/2/2026,21:09:01,Living Room,27.1,80.2,81.34,Detected
22/2/2026,21:09:00,Bedroom,27.4,78.7,81.49,Detected
22/2/2026,21:07:55,Living Room,27.1,80.2,78.66,Detected
22/2/2026,21:07:54,Bedroom,27.4,78.6,78.9,Detected
22/2/2026,21:07:00,Living Room,27.1,80.2,78.56,Detected
22/2/2026,21:06:58,Bedroom,27.3,78.7,78.8,Detected
22/2/2026,21:06:02,Bedroom,27.3,78.7,79.29,Detected
22/2/2026,21:05:54,Living Room,27.1,80.2,81.68,Detected
22/2/2026,21:04:55,Living Room,27.1,80.2,79.02,Detected
22/2/2026,21:04:54,Bedroom,27.3,78.9,79.19,Detected
22/2/2026,21:03:59,Living Room,27.1,80.2,79.93,Detected
22/2/2026,21:03:58,Bedroom,27.3,78.9,80.05,Detected
22/2/2026,21:01:55,Living Room,27,80.3,79.56,Detected
22/2/2026,21:01:54,Bedroom,27.2,79,79.66,Detected
22/2/2026,21:00:59,Living Room,27.1,80.3,82.44,Detected
22/2/2026,21:00:58,Bedroom,27.1,79.2,82.59,Detected
22/2/2026,21:00:10,Living Room,27.1,80.4,79.29,Detected
22/2/2026,21:00:09,Bedroom,27.2,79.1,79.44,Detected
22/2/2026,20:58:00,Living Room,27,80.5,81.37,Detected
22/2/2026,20:57:59,Bedroom,27,79.7,81.59,Detected
22/2/2026,20:56:59,Living Room,27,80.8,87.52,Detected
22/2/2026,20:56:58,Bedroom,27,80.5,87.52,Detected
22/2/2026,20:56:02,Bedroom,26.9,80.8,0,Detected
22/2/2026,20:55:54,Living Room,26.9,80.9,2.88,Detected
22/2/2026,20:54:57,Living Room,26.9,80.5,2.86,Detected
22/2/2026,20:54:56,Bedroom,26.8,80.4,0,Detected
22/2/2026,20:54:01,Living Room,27,80.5,2.78,Detected
22/2/2026,20:54:00,Bedroom,26.8,80.1,0,Detected
22/2/2026,20:51:02,Bedroom,26.8,80.4,85.62,Detected
22/2/2026,20:50:54,Living Room,27,80.6,87.25,Detected
22/2/2026,20:50:07,Living Room,27,80.6,85.59,Detected
22/2/2026,20:50:06,Bedroom,26.8,80.5,85.57,Detected
22/2/2026,20:49:00,Living Room,26.9,80.7,87.18,Detected
22/2/2026,20:48:59,Bedroom,26.7,80.7,87.52,Detected
22/2/2026,20:48:02,Bedroom,26.7,80.7,83.81,Detected
22/2/2026,20:47:54,Living Room,26.9,80.6,83.83,Detected
22/2/2026,20:46:58,Living Room,26.9,80.6,83.81,Detected
22/2/2026,20:46:57,Bedroom,26.7,80.7,83.71,Detected
22/2/2026,20:46:02,Living Room,26.9,80.7,85.47,Detected
22/2/2026,20:46:01,Bedroom,26.7,80.7,85.45,Detected
22/2/2026,20:45:06,Living Room,26.9,80.6,85.54,Detected
22/2/2026,20:45:05,Bedroom,26.7,80.6,85.47,Detected
22/2/2026,20:44:01,Living Room,26.9,80.6,85.45,Detected
22/2/2026,20:44:00,Bedroom,26.7,80.7,85.52,Detected
22/2/2026,20:42:55,Living Room,26.9,80.6,85.54,Detected
22/2/2026,20:42:54,Bedroom,26.7,80.6,85.47,Detected
22/2/2026,20:41:59,Living Room,26.9,80.6,85.49,Detected
22/2/2026,20:41:57,Bedroom,26.7,80.7,85.49,Detected
22/2/2026,20:41:02,Bedroom,26.7,80.7,85.52,Detected
22/2/2026,20:40:54,Living Room,26.9,80.7,85.45,Detected
22/2/2026,20:40:06,Bedroom,26.7,80.7,85.52,Detected
22/2/2026,20:39:55,Living Room,26.9,80.6,85.54,Detected
22/2/2026,20:39:00,Living Room,26.9,80.6,85.49,Detected
22/2/2026,20:38:59,Bedroom,26.7,80.7,85.54,Detected
22/2/2026,20:37:55,Living Room,26.9,80.6,85.54,Detected
22/2/2026,20:37:54,Bedroom,26.7,80.6,85.54,Detected
22/2/2026,20:36:59,Living Room,26.9,80.7,85.4,Detected
22/2/2026,20:36:58,Bedroom,26.7,80.6,85.45,Detected
22/2/2026,20:36:03,Living Room,26.9,80.7,85.45,Detected
22/2/2026,20:36:01,Bedroom,26.7,80.6,85.47,Detected
22/2/2026,20:35:03,Living Room,26.9,80.6,85.54,Detected
22/2/2026,20:35:02,Bedroom,26.7,80.6,85.49,Detected
22/2/2026,20:33:02,Living Room,26.9,80.6,85.52,Detected
22/2/2026,20:33:01,Bedroom,26.7,80.7,85.52,Detected
22/2/2026,20:31:01,Living Room,26.9,80.6,85.54,Detected
22/2/2026,20:31:00,Bedroom,26.7,80.7,85.52,Detected
22/2/2026,20:30:05,Living Room,26.9,80.6,85.42,Detected
22/2/2026,20:30:02,Bedroom,26.7,80.7,85.49,Detected
22/2/2026,20:28:02,Living Room,26.9,80.7,85.4,Detected
22/2/2026,20:28:00,Bedroom,26.7,80.7,85.47,Detected
22/2/2026,20:26:56,Living Room,26.9,80.7,85.49,Detected
22/2/2026,20:26:55,Bedroom,26.7,80.7,85.49,Detected
22/2/2026,20:26:01,Living Room,26.9,80.7,85.37,Detected
22/2/2026,20:26:00,Bedroom,26.7,80.7,85.49,Detected
22/2/2026,20:25:04,Bedroom,26.7,80.7,85.47,Detected
22/2/2026,20:24:56,Living Room,26.9,80.7,85.47,Detected
22/2/2026,20:23:02,Living Room,26.9,80.7,85.47,Detected
22/2/2026,20:23:01,Bedroom,26.7,80.6,85.47,Detected
22/2/2026,20:21:02,Living Room,26.9,80.7,85.45,Detected
22/2/2026,20:21:01,Bedroom,26.7,80.6,85.52,Detected
22/2/2026,20:20:06,Living Room,27,80.7,85.47,Detected
22/2/2026,20:20:05,Bedroom,26.7,80.7,85.49,Detected
22/2/2026,20:18:58,Living Room,26.9,80.6,85.47,Detected
22/2/2026,20:18:57,Bedroom,26.7,80.7,85.54,Detected
22/2/2026,20:18:02,Living Room,26.9,80.6,85.52,Detected
22/2/2026,20:18:01,Bedroom,26.7,80.7,85.52,Detected
22/2/2026,20:17:01,Bedroom,26.7,80.6,85.42,Detected
22/2/2026,20:16:53,Living Room,26.9,80.6,85.42,Detected
22/2/2026,20:15:57,Living Room,26.9,80.6,85.47,Detected
22/2/2026,20:15:56,Bedroom,26.7,80.7,85.49,Detected
22/2/2026,20:15:01,Living Room,26.9,80.6,85.52,Detected
22/2/2026,20:15:00,Bedroom,26.7,80.7,85.49,Detected
22/2/2026,20:14:03,Bedroom,26.7,80.6,85.4,Detected
22/2/2026,20:13:55,Living Room,26.9,80.6,85.47,Detected
22/2/2026,20:12:58,Living Room,27,80.7,85.47,Detected
22/2/2026,20:12:57,Bedroom,26.8,80.7,85.52,Detected
22/2/2026,20:12:02,Living Room,27,80.6,85.45,Detected
22/2/2026,20:12:01,Bedroom,26.8,80.7,85.52,Detected
22/2/2026,20:10:00,Living Room,27,80.6,85.42,Detected
22/2/2026,20:09:59,Bedroom,26.8,80.6,85.49,Detected
22/2/2026,20:08:55,Living Room,27,80.6,85.4,Detected
22/2/2026,20:08:54,Bedroom,26.8,80.6,85.4,Detected
22/2/2026,20:08:00,Living Room,27,80.6,85.4,Detected
22/2/2026,20:07:59,Bedroom,26.8,80.6,85.47,Detected
22/2/2026,20:07:02,Bedroom,26.8,80.6,85.47,Detected
22/2/2026,20:06:54,Living Room,27,80.6,85.42,Detected
22/2/2026,20:05:58,Living Room,27,80.6,85.49,Detected
22/2/2026,20:05:57,Bedroom,26.9,80.5,85.49,Detected
22/2/2026,20:04:01,Living Room,27,80.7,85.49,Detected
22/2/2026,20:04:00,Bedroom,26.8,80.6,85.47,Detected
22/2/2026,20:02:56,Living Room,27,80.6,85.4,Detected
22/2/2026,20:02:54,Bedroom,26.8,80.5,85.52,Detected
22/2/2026,20:02:00,Living Room,27,80.4,85.52,Detected
22/2/2026,20:01:59,Bedroom,26.8,80.4,85.47,Detected
22/2/2026,20:00:56,Living Room,27,80.3,85.4,Detected
22/2/2026,20:00:54,Bedroom,26.8,80.2,85.49,Detected
22/2/2026,20:00:09,Living Room,27,80.2,85.47,Detected
22/2/2026,20:00:08,Bedroom,26.8,80.2,85.49,Detected
22/2/2026,19:59:02,Bedroom,26.8,80.1,85.45,Detected
22/2/2026,19:58:54,Living Room,27.1,80.2,85.4,Detected
22/2/2026,19:56:00,Living Room,27,80.3,85.47,Detected
22/2/2026,19:55:59,Bedroom,26.8,80.2,85.47,Detected
22/2/2026,19:55:04,Living Room,27,80.4,85.49,Detected
22/2/2026,19:55:02,Bedroom,26.8,80.3,85.47,Detected
22/2/2026,19:53:01,Living Room,26.9,80.4,85.52,Detected
22/2/2026,19:53:00,Bedroom,26.7,80.4,85.47,Detected
22/2/2026,19:51:56,Living Room,26.9,80.3,85.47,Detected
22/2/2026,19:51:55,Bedroom,26.7,80.4,85.49,Detected
22/2/2026,19:48:00,Living Room,27,80.2,85.47,Detected
22/2/2026,19:47:59,Bedroom,26.8,80.3,85.49,Detected
22/2/2026,19:46:55,Living Room,27,80.3,85.47,Detected
22/2/2026,19:46:53,Bedroom,26.7,80.3,85.45,Detected
22/2/2026,19:45:59,Living Room,27,80.2,85.45,Detected
22/2/2026,19:45:57,Bedroom,26.8,80.2,85.42,Detected
22/2/2026,19:45:03,Living Room,27,80.1,85.45,Detected
22/2/2026,19:45:02,Bedroom,26.8,80.2,85.45,Detected
22/2/2026,19:43:01,Living Room,27,80.1,85.47,Detected
22/2/2026,19:43:00,Bedroom,26.8,80.1,85.45,Detected
22/2/2026,19:41:56,Living Room,27,80.1,85.49,Detected
22/2/2026,19:41:55,Bedroom,26.7,80.1,85.42,Detected
22/2/2026,19:40:58,Living Room,27,80,85.47,Detected
22/2/2026,19:40:57,Bedroom,26.8,80.1,85.49,Detected
22/2/2026,19:38:01,Living Room,27,79.9,85.49,Detected
22/2/2026,19:38:00,Bedroom,26.8,80,85.37,Detected
22/2/2026,19:36:56,Living Room,27,80,85.4,Detected
22/2/2026,19:36:54,Bedroom,26.8,79.9,85.52,Detected
22/2/2026,19:35:04,Living Room,27,79.9,85.42,Detected
22/2/2026,19:35:03,Bedroom,26.8,79.9,85.54,Detected
22/2/2026,19:33:02,Living Room,27,79.8,85.4,Detected
22/2/2026,19:33:01,Bedroom,26.8,79.8,85.45,Detected
22/2/2026,19:32:02,Bedroom,26.7,79.8,85.45,Detected
22/2/2026,19:31:54,Living Room,27,79.7,85.47,Detected
22/2/2026,19:30:59,Living Room,27,79.8,85.45,Detected
22/2/2026,19:30:57,Bedroom,26.8,79.7,85.4,Detected
22/2/2026,19:30:12,Living Room,26.9,79.7,85.47,Detected
22/2/2026,19:30:11,Bedroom,26.8,79.7,85.45,Detected
22/2/2026,19:29:02,Bedroom,26.8,79.7,84.25,Detected
22/2/2026,19:28:53,Living Room,27,79.7,84.22,Detected
22/2/2026,19:27:00,Living Room,26.9,79.7,84.08,Detected
22/2/2026,19:26:59,Bedroom,26.8,79.6,84.15,Detected
22/2/2026,19:25:55,Living Room,26.9,79.6,84.15,Detected
22/2/2026,19:25:54,Bedroom,26.7,79.6,84.18,Detected
22/2/2026,19:25:05,Bedroom,26.8,79.6,84.25,Detected
22/2/2026,19:24:54,Living Room,26.9,79.6,84.1,Detected
22/2/2026,19:23:02,Living Room,26.9,79.5,84.13,Detected
22/2/2026,19:23:00,Bedroom,26.7,79.5,84.05,Detected
22/2/2026,19:22:03,Living Room,26.9,79.5,84.1,Detected
22/2/2026,19:22:02,Bedroom,26.7,79.4,84.03,Detected
22/2/2026,19:20:00,Living Room,26.9,79.4,84.2,Detected
22/2/2026,19:19:58,Bedroom,26.7,79.4,84.2,Detected
22/2/2026,19:19:02,Living Room,26.9,79.4,84.08,Detected
22/2/2026,19:19:01,Bedroom,26.7,79.4,84.13,Detected
22/2/2026,19:17:55,Living Room,26.9,79.4,84.08,Detected
22/2/2026,19:17:54,Bedroom,26.7,79.4,84.08,Detected
22/2/2026,19:14:02,Bedroom,26.7,79.4,83.15,Detected
22/2/2026,19:13:54,Living Room,26.9,79.4,82.93,Detected
22/2/2026,19:12:54,Living Room,26.9,79.4,82.91,Detected
22/2/2026,19:12:53,Bedroom,26.7,79.4,82.98,Detected
22/2/2026,19:11:02,Living Room,26.9,79.4,83.81,Detected
22/2/2026,19:11:01,Bedroom,26.7,79.4,83.76,Detected
22/2/2026,19:10:06,Living Room,26.9,79.5,83.71,Detected
22/2/2026,19:10:05,Bedroom,26.7,79.4,83.76,Detected
22/2/2026,19:08:59,Living Room,26.9,79.4,83.49,Detected
22/2/2026,19:08:58,Bedroom,26.6,79.5,83.47,Detected
22/2/2026,19:08:02,Bedroom,26.6,79.4,83.35,Detected
22/2/2026,19:07:54,Living Room,26.9,79.4,83.2,Detected
22/2/2026,19:06:58,Living Room,26.9,79.4,83.3,Detected
22/2/2026,19:06:57,Bedroom,26.6,79.5,83.27,Detected
22/2/2026,19:06:02,Living Room,26.9,79.4,83.64,Detected
22/2/2026,19:06:01,Bedroom,26.6,79.5,83.69,Detected
22/2/2026,19:04:57,Living Room,26.9,79.4,83.71,Detected
22/2/2026,19:04:55,Bedroom,26.6,79.4,83.61,Detected
22/2/2026,19:04:00,Living Room,26.9,79.4,83.69,Detected
22/2/2026,19:03:59,Bedroom,26.6,79.4,83.79,Detected
22/2/2026,19:02:52,Living Room,26.9,79.4,83.81,Detected
22/2/2026,19:02:51,Bedroom,26.7,79.5,83.74,Detected
22/2/2026,19:01:56,Living Room,26.9,79.4,83.71,Detected
22/2/2026,19:01:55,Bedroom,26.7,79.5,83.76,Detected
22/2/2026,19:00:59,Living Room,26.9,79.3,83.69,Detected
22/2/2026,19:00:58,Bedroom,26.6,79.5,83.69,Detected
22/2/2026,19:00:12,Bedroom,26.6,79.4,84.1,Detected
22/2/2026,19:00:04,Living Room,26.9,79.3,83.98,Detected
22/2/2026,18:58:58,Living Room,26.9,79.3,83.71,Detected
22/2/2026,18:58:56,Bedroom,26.6,79.4,83.83,Detected
22/2/2026,18:58:01,Living Room,26.9,79.3,83.61,Detected
22/2/2026,18:58:00,Bedroom,26.6,79.4,83.61,Detected
22/2/2026,18:55:57,Living Room,26.9,79.3,83.15,Detected
22/2/2026,18:55:56,Bedroom,26.6,79.4,83.2,Detected
22/2/2026,18:54:03,Bedroom,26.6,79.4,84.81,Detected
22/2/2026,18:53:55,Living Room,26.9,79.4,84.86,Detected
22/2/2026,18:52:58,Living Room,26.9,79.4,84.91,Detected
22/2/2026,18:52:57,Bedroom,26.7,79.4,84.93,Detected
22/2/2026,18:52:02,Living Room,26.9,79.4,85.62,Detected
22/2/2026,18:52:00,Bedroom,26.7,79.4,85.67,Detected
22/2/2026,18:51:01,Bedroom,26.6,79.4,85.54,Detected
22/2/2026,18:50:53,Living Room,26.9,79.4,85.49,Detected
22/2/2026,18:50:05,Living Room,26.9,79.4,88.91,Detected
22/2/2026,18:50:04,Bedroom,26.6,79.4,88.86,Detected
22/2/2026,18:49:00,Living Room,26.8,79.4,89.11,Detected
22/2/2026,18:48:59,Bedroom,26.7,79.3,89.18,Detected
22/2/2026,18:48:03,Bedroom,26.7,79.3,88.45,Detected
22/2/2026,18:47:55,Living Room,26.9,79.4,88.82,Detected
22/2/2026,18:46:59,Living Room,26.9,79.4,88.67,Detected
22/2/2026,18:46:58,Bedroom,26.7,79.3,88.62,Detected
22/2/2026,18:46:03,Living Room,26.9,79.4,89.45,Detected
22/2/2026,18:46:02,Bedroom,26.7,79.3,89.5,Detected
22/2/2026,18:45:06,Bedroom,26.7,79.3,89.45,Detected
22/2/2026,18:44:58,Living Room,26.8,79.4,89.62,Detected
22/2/2026,18:44:02,Living Room,26.8,79.4,89.89,Detected
22/2/2026,18:44:01,Bedroom,26.7,79.4,89.91,Detected
22/2/2026,18:42:00,Living Room,26.9,79.3,90.11,Detected
22/2/2026,18:41:59,Bedroom,26.7,79.3,90.09,Detected
22/2/2026,18:40:56,Living Room,26.9,79.3,90.09,Detected
22/2/2026,18:40:54,Bedroom,26.7,79.3,90.06,Detected
22/2/2026,18:40:06,Living Room,26.9,79.3,90.13,Detected
22/2/2026,18:40:05,Bedroom,26.7,79.3,90.16,Detected
22/2/2026,18:39:01,Bedroom,26.7,79.3,90.21,Detected
22/2/2026,18:38:53,Living Room,26.9,79.3,90.01,Detected
22/2/2026,18:37:57,Living Room,26.9,79.3,90.09,Detected
22/2/2026,18:37:56,Bedroom,26.7,79.2,90.18,Detected
22/2/2026,18:37:01,Living Room,26.9,79.3,90.06,Detected
22/2/2026,18:37:00,Bedroom,26.7,79.2,90.16,Detected
22/2/2026,18:35:56,Living Room,26.9,79.3,90.13,Detected
22/2/2026,18:35:55,Bedroom,26.7,79.1,90.06,Detected
22/2/2026,18:33:55,Living Room,26.9,79.3,90.06,Detected
22/2/2026,18:33:54,Bedroom,26.7,79.1,90.09,Detected
22/2/2026,18:32:59,Living Room,26.9,79.3,90.01,Detected
22/2/2026,18:32:58,Bedroom,26.7,79.1,90.11,Detected
22/2/2026,18:31:55,Living Room,26.9,79.3,90.13,Detected
22/2/2026,18:31:54,Bedroom,26.7,79.1,90.23,Detected
22/2/2026,18:31:00,Living Room,26.9,79.4,90.04,Detected
22/2/2026,18:30:59,Bedroom,26.7,79.1,90.11,Detected
22/2/2026,18:30:13,Bedroom,26.7,79.2,90.09,Detected
22/2/2026,18:30:01,Living Room,26.8,79.6,89.99,Detected
22/2/2026,18:28:56,Living Room,26.8,79.8,90.04,Detected
22/2/2026,18:28:54,Bedroom,26.7,79.4,90.09,Detected
22/2/2026,18:27:57,Living Room,26.8,79.7,90.09,Detected
22/2/2026,18:27:56,Bedroom,26.6,79.4,90.09,Detected
22/2/2026,18:27:01,Living Room,26.7,79.7,90.06,Detected
22/2/2026,18:27:00,Bedroom,26.6,79.4,90.11,Detected
22/2/2026,18:25:56,Living Room,26.8,79.7,90.09,Detected
22/2/2026,18:25:55,Bedroom,26.6,79.4,90.18,Detected
22/2/2026,18:23:55,Living Room,26.8,79.7,89.99,Detected
22/2/2026,18:23:53,Bedroom,26.6,79.4,90.09,Detected
22/2/2026,18:22:59,Living Room,26.8,79.7,90.01,Detected
22/2/2026,18:22:57,Bedroom,26.6,79.4,90.09,Detected
22/2/2026,18:22:02,Bedroom,26.6,79.4,90.16,Detected
22/2/2026,18:21:54,Living Room,26.8,79.7,90.04,Detected
22/2/2026,18:20:59,Living Room,26.8,79.7,90.09,Detected
22/2/2026,18:20:58,Bedroom,26.7,79.4,90.16,Detected
22/2/2026,18:18:01,Living Room,26.8,79.6,90.18,Detected
22/2/2026,18:18:00,Bedroom,26.7,79.3,90.21,Detected
22/2/2026,18:16:01,Living Room,26.8,79.6,90.16,Detected
22/2/2026,18:16:00,Bedroom,26.7,79.2,90.21,Detected
22/2/2026,18:15:06,Living Room,26.8,79.6,90.18,Detected
22/2/2026,18:15:05,Bedroom,26.7,79.1,90.21,Detected
22/2/2026,18:13:58,Living Room,26.8,79.6,90.18,Detected
22/2/2026,18:13:57,Bedroom,26.8,79,90.21,Detected
22/2/2026,18:13:02,Living Room,26.8,79.6,90.13,Detected
22/2/2026,18:13:00,Bedroom,26.8,79,90.18,Detected
22/2/2026,18:12:02,Living Room,26.8,79.7,90.21,Detected
22/2/2026,18:12:00,Bedroom,26.7,79,90.21,Detected
22/2/2026,18:10:52,Living Room,26.8,79.7,90.21,Detected
22/2/2026,18:10:50,Bedroom,26.7,79.1,90.23,Detected
22/2/2026,18:08:55,Living Room,26.8,79.7,90.23,Detected
22/2/2026,18:08:54,Bedroom,26.7,79.1,90.23,Detected
22/2/2026,18:07:00,Living Room,26.8,79.7,90.21,Detected
22/2/2026,18:06:59,Bedroom,26.7,79.1,90.23,Detected
22/2/2026,18:05:55,Living Room,26.7,79.7,90.11,Detected
22/2/2026,18:05:54,Bedroom,26.7,79.1,90.11,Detected
22/2/2026,18:04:02,Bedroom,26.7,79.1,90.23,Detected
22/2/2026,18:03:54,Living Room,26.7,79.7,90.18,Detected
22/2/2026,18:02:55,Living Room,26.7,79.7,90.23,Detected
22/2/2026,18:02:54,Bedroom,26.7,79.1,90.16,Detected
22/2/2026,18:02:00,Living Room,26.7,79.7,90.23,Detected
22/2/2026,18:01:59,Bedroom,26.7,79.1,90.23,Detected
22/2/2026,18:00:10,Living Room,26.7,79.7,90.18,Detected
22/2/2026,18:00:09,Bedroom,26.7,79.2,90.21,Detected
22/2/2026,17:58:00,Living Room,26.7,79.7,90.21,Not Detected
22/2/2026,17:57:59,Bedroom,26.7,79.2,90.21,Not Detected
22/2/2026,17:56:56,Living Room,26.7,79.8,90.23,Not Detected
22/2/2026,17:56:54,Bedroom,26.7,79.3,90.13,Not Detected
22/2/2026,17:56:00,Living Room,26.7,79.7,90.18,Not Detected
22/2/2026,17:55:58,Bedroom,26.7,79.2,90.23,Not Detected
22/2/2026,17:55:04,Living Room,26.7,79.7,90.16,Not Detected
22/2/2026,17:55:03,Bedroom,26.7,79.2,90.18,Not Detected
22/2/2026,17:52:54,Living Room,26.8,79.8,90.11,Not Detected
22/2/2026,17:52:53,Bedroom,26.7,79.2,90.18,Not Detected
22/2/2026,17:50:59,Living Room,26.7,79.7,90.13,Not Detected
22/2/2026,17:50:58,Bedroom,26.7,79.2,90.23,Not Detected
22/2/2026,17:50:04,Living Room,26.7,79.7,90.16,Not Detected
22/2/2026,17:50:01,Bedroom,26.7,79.3,90.21,Not Detected
22/2/2026,17:48:57,Living Room,26.8,79.7,90.18,Not Detected
22/2/2026,17:48:56,Bedroom,26.7,79.3,90.21,Not Detected
22/2/2026,17:48:02,Living Room,26.8,79.7,90.21,Not Detected
22/2/2026,17:48:01,Bedroom,26.7,79.3,90.23,Not Detected
22/2/2026,17:46:01,Living Room,26.8,79.7,90.13,Not Detected
22/2/2026,17:46:00,Bedroom,26.7,79.2,90.21,Not Detected
22/2/2026,17:45:06,Living Room,26.8,79.8,90.23,Not Detected
22/2/2026,17:45:05,Bedroom,26.7,79.3,90.18,Not Detected
22/2/2026,17:43:58,Living Room,26.8,79.8,90.23,Not Detected
22/2/2026,17:43:57,Bedroom,26.7,79.2,90.23,Not Detected
22/2/2026,17:43:02,Living Room,26.8,79.7,90.23,Detected
22/2/2026,17:43:01,Bedroom,26.7,79.3,90.23,Not Detected
22/2/2026,17:41:01,Living Room,26.8,80,90.13,Not Detected
22/2/2026,17:41:00,Bedroom,26.7,79.7,90.11,Not Detected
22/2/2026,17:40:06,Living Room,26.8,80.2,90.16,Not Detected
22/2/2026,17:40:05,Bedroom,26.7,80,90.21,Not Detected
22/2/2026,17:38:59,Living Room,26.8,80.1,90.18,Not Detected
22/2/2026,17:38:58,Bedroom,26.7,79.8,90.13,Not Detected
22/2/2026,17:38:01,Living Room,26.8,79.9,89.82,Not Detected
22/2/2026,17:37:59,Bedroom,26.7,79.6,89.96,Not Detected
22/2/2026,17:37:03,Living Room,26.8,79.7,89.74,Not Detected
22/2/2026,17:37:02,Bedroom,26.7,79.3,89.87,Not Detected
22/2/2026,17:34:57,Living Room,26.8,79.2,89.74,Detected
