Date,Time,Room,Temperature (°C),Humidity (%),Light (lux),Motion
23/2/2026,04:45:04,Living Room,27.2,83.2,9.99,Not Detected
23/2/2026,04:45:02,Bedroom,27,83.2,6.3,Not Detected
23/2/2026,04:44:00,Living Room,27.2,83.2,10.01,Not Detected
23/2/2026,04:43:58,Bedroom,27,83.3,6.2,Not Detected
23/2/2026,04:42:55,Living Room,27.2,83.3,9.84,Not Detected
23/2/2026,04:42:54,Bedroom,27,83.2,6.23,Not Detected
23/2/2026,04:42:00,Living Room,27.2,83.3,10.09,Not Detected
23/2/2026,04:41:59,Bedroom,27,83.3,6.2,Not Detected
23/2/2026,04:40:55,Living Room,27.2,83.3,10.06,Not Detected
23/2/2026,04:40:54,Bedroom,27,83.3,6.08,Not Detected
23/2/2026,04:40:00,Living Room,27.2,83.3,10.06,Not Detected
23/2/2026,04:39:59,Bedroom,27,83.3,6.18,Not Detected
23/2/2026,04:38:00,Living Room,27.2,83.3,10.18,Not Detected
23/2/2026,04:37:59,Bedroom,27,83.3,6.06,Not Detected
23/2/2026,04:36:56,Living Room,27.2,83.3,10.18,Not Detected
23/2/2026,04:36:55,Bedroom,27,83.3,6.37,Not Detected
23/2/2026,04:36:01,Living Room,27.2,83.3,10.09,Not Detected
23/2/2026,04:35:59,Bedroom,27,83.3,6.25,Not Detected
23/2/2026,04:35:04,Bedroom,27,83.2,6.13,Not Detected
23/2/2026,04:34:56,Living Room,27.2,83.3,10.26,Not Detected
23/2/2026,04:34:01,Living Room,27.2,83.3,10.16,Not Detected
23/2/2026,04:34:00,Bedroom,27,83.2,6.2,Not Detected
23/2/2026,04:32:01,Living Room,27.2,83.2,10.06,Not Detected
23/2/2026,04:32:00,Bedroom,27,83.2,6.25,Not Detected
23/2/2026,04:28:02,Living Room,27.2,83.2,10.06,Not Detected
23/2/2026,04:28:01,Bedroom,27,83.2,6.23,Not Detected
23/2/2026,04:26:58,Living Room,27.2,83.2,10.16,Not Detected
23/2/2026,04:26:57,Bedroom,27,83.2,6.13,Not Detected
23/2/2026,04:26:03,Bedroom,27,83.1,6.2,Not Detected
23/2/2026,04:25:55,Living Room,27.1,83.2,10.06,Not Detected
23/2/2026,04:25:00,Living Room,27.2,83.2,9.87,Not Detected
23/2/2026,04:24:58,Bedroom,27,83.1,6.2,Not Detected
23/2/2026,04:23:56,Living Room,27.2,83.2,10.04,Not Detected
23/2/2026,04:23:55,Bedroom,27,83.1,6.28,Not Detected
23/2/2026,04:23:00,Living Room,27.1,83.1,10.11,Not Detected
23/2/2026,04:22:59,Bedroom,27,83.1,6.18,Not Detected
23/2/2026,04:21:57,Living Room,27.2,83.1,10.09,Not Detected
23/2/2026,04:21:55,Bedroom,27,83.2,6.25,Not Detected
23/2/2026,04:21:01,Bedroom,27,83.1,6.2,Not Detected
23/2/2026,04:20:53,Living Room,27.2,83.1,9.87,Not Detected
23/2/2026,04:20:07,Bedroom,27,83.1,6.15,Not Detected
23/2/2026,04:19:59,Living Room,27.2,83.1,10.13,Not Detected
23/2/2026,04:18:55,Living Room,27.1,83.1,10.06,Not Detected
23/2/2026,04:18:54,Bedroom,27,83.1,6.15,Not Detected
23/2/2026,04:18:00,Living Room,27.2,83.1,10.11,Not Detected
23/2/2026,04:17:59,Bedroom,27,83.1,6.25,Not Detected
23/2/2026,04:16:55,Living Room,27.2,83.1,10.09,Not Detected
23/2/2026,04:16:54,Bedroom,27,83,6.25,Not Detected
23/2/2026,04:16:01,Living Room,27.2,83,10.13,Not Detected
23/2/2026,04:16:00,Bedroom,27,83,6.23,Not Detected
23/2/2026,04:15:07,Living Room,27.1,83.1,9.84,Not Detected
23/2/2026,04:15:05,Bedroom,27,83.1,6.25,Not Detected
23/2/2026,04:14:02,Living Room,27.2,83,10.01,Not Detected
23/2/2026,04:14:01,Bedroom,27,83,6.28,Not Detected
23/2/2026,04:12:58,Living Room,27.1,83,10.06,Not Detected
23/2/2026,04:12:57,Bedroom,27,83,5.96,Not Detected
23/2/2026,04:11:55,Living Room,27.2,83,9.82,Not Detected
23/2/2026,04:11:53,Bedroom,27,83,6.28,Not Detected
23/2/2026,04:11:00,Living Room,27.2,83,9.84,Not Detected
23/2/2026,04:10:59,Bedroom,27,83,6.13,Not Detected
23/2/2026,04:10:05,Living Room,27.2,83,10.16,Not Detected
23/2/2026,04:10:04,Bedroom,27,83,6.2,Not Detected
23/2/2026,04:09:01,Living Room,27.2,83,10.11,Not Detected
23/2/2026,04:09:00,Bedroom,27,83,6.15,Not Detected
23/2/2026,04:07:02,Living Room,27.2,83,9.79,Not Detected
23/2/2026,04:07:01,Bedroom,27,83,6.13,Not Detected
23/2/2026,04:05:59,Living Room,27.2,83,10.11,Not Detected
23/2/2026,04:05:58,Bedroom,27,83,6.25,Not Detected
23/2/2026,04:05:03,Bedroom,27,83,6.2,Not Detected
23/2/2026,04:04:55,Living Room,27.2,83,10.04,Not Detected
23/2/2026,04:04:01,Living Room,27.2,83,10.16,Not Detected
23/2/2026,04:03:59,Bedroom,27,83,6.23,Not Detected
23/2/2026,04:02:01,Living Room,27.2,83,9.99,Not Detected
23/2/2026,04:02:00,Bedroom,27,83,6.11,Not Detected
23/2/2026,04:00:03,Living Room,27.2,83,9.99,Not Detected
23/2/2026,04:00:01,Bedroom,27,83,6.35,Not Detected
23/2/2026,03:58:59,Living Room,27.2,83.1,10.11,Not Detected
23/2/2026,03:58:58,Bedroom,27,83,5.86,Not Detected
23/2/2026,03:58:03,Bedroom,27,83,6.08,Not Detected
23/2/2026,03:57:55,Living Room,27.2,83.1,10.16,Not Detected
23/2/2026,03:57:01,Living Room,27.2,83.1,10.11,Not Detected
23/2/2026,03:57:00,Bedroom,27,83,6.25,Not Detected
23/2/2026,03:55:02,Living Room,27.2,83.1,9.96,Not Detected
23/2/2026,03:55:01,Bedroom,27,83.1,6.25,Not Detected
23/2/2026,03:53:02,Bedroom,27,83,6.23,Not Detected
23/2/2026,03:52:55,Living Room,27.2,83,10.01,Not Detected
23/2/2026,03:51:59,Living Room,27.2,83.1,10.01,Not Detected
23/2/2026,03:51:58,Bedroom,27,83,6.13,Not Detected
23/2/2026,03:50:55,Living Room,27.2,83.1,9.96,Not Detected
23/2/2026,03:50:54,Bedroom,27,83,6.3,Not Detected
23/2/2026,03:50:00,Living Room,27.2,83.1,10.06,Not Detected
23/2/2026,03:49:59,Bedroom,27,83,6.08,Not Detected
23/2/2026,03:48:57,Living Room,27.2,83.1,10.06,Not Detected
23/2/2026,03:48:56,Bedroom,27,83.1,6.06,Not Detected
23/2/2026,03:48:02,Living Room,27.2,83.1,10.09,Not Detected
23/2/2026,03:48:01,Bedroom,27,83.1,6.25,Not Detected
23/2/2026,03:46:59,Living Room,27.2,83.1,10.01,Not Detected
23/2/2026,03:46:58,Bedroom,27,83.1,6.25,Not Detected
23/2/2026,03:46:03,Bedroom,27,83.1,6.2,Not Detected
23/2/2026,03:45:55,Living Room,27.2,83.1,10.09,Not Detected
23/2/2026,03:45:00,Living Room,27.2,83.1,10.11,Not Detected
23/2/2026,03:44:59,Bedroom,27,83.1,6.01,Not Detected
23/2/2026,03:43:57,Living Room,27.2,83.2,9.99,Not Detected
23/2/2026,03:43:56,Bedroom,27,83.1,6.06,Not Detected
23/2/2026,03:43:02,Living Room,27.2,83.2,9.87,Not Detected
23/2/2026,03:43:00,Bedroom,27,83.1,6.11,Not Detected
23/2/2026,03:41:57,Living Room,27.2,83.2,10.18,Not Detected
23/2/2026,03:41:56,Bedroom,27,83.1,6.25,Not Detected
23/2/2026,03:41:02,Living Room,27.2,83.1,10.06,Not Detected
23/2/2026,03:41:01,Bedroom,27,83.2,6.25,Not Detected
23/2/2026,03:40:07,Living Room,27.2,83.2,10.01,Not Detected
23/2/2026,03:40:06,Bedroom,27,83.1,6.11,Not Detected
23/2/2026,03:38:54,Living Room,27.2,83.1,9.89,Not Detected
23/2/2026,03:38:53,Bedroom,27,83.2,6.2,Not Detected
23/2/2026,03:37:59,Living Room,27.2,83.2,10.06,Not Detected
23/2/2026,03:37:58,Bedroom,27,83.1,6.32,Not Detected
23/2/2026,03:35:03,Living Room,27.2,83.2,10.11,Not Detected
23/2/2026,03:35:01,Bedroom,27,83.2,6.2,Not Detected
23/2/2026,03:34:00,Living Room,27.2,83.2,10.06,Not Detected
23/2/2026,03:33:59,Bedroom,27,83.2,6.25,Not Detected
23/2/2026,03:32:56,Living Room,27.2,83.1,9.99,Not Detected
23/2/2026,03:32:54,Bedroom,27,83.2,6.28,Not Detected
23/2/2026,03:32:01,Living Room,27.2,83.2,10.06,Not Detected
23/2/2026,03:32:00,Bedroom,27,83.2,6.2,Not Detected
23/2/2026,03:30:11,Living Room,27.2,83.2,9.99,Not Detected
23/2/2026,03:30:10,Bedroom,27,83.2,6.25,Not Detected
23/2/2026,03:28:58,Living Room,27.2,83.2,9.87,Not Detected
23/2/2026,03:28:57,Bedroom,27,83.2,6.25,Not Detected
23/2/2026,03:28:02,Bedroom,27,83.2,6.25,Not Detected
23/2/2026,03:27:54,Living Room,27.2,83.2,10.13,Not Detected
23/2/2026,03:26:59,Living Room,27.2,83.2,10.04,Not Detected
23/2/2026,03:26:58,Bedroom,27,83.2,5.91,Not Detected
23/2/2026,03:26:03,Bedroom,27,83.2,6.3,Not Detected
23/2/2026,03:25:55,Living Room,27.2,83.3,10.13,Not Detected
23/2/2026,03:25:01,Living Room,27.2,83.3,10.06,Not Detected
23/2/2026,03:24:59,Bedroom,27.1,83.2,6.08,Not Detected
23/2/2026,03:23:01,Bedroom,27,83.2,6.15,Not Detected
23/2/2026,03:22:54,Living Room,27.2,83.2,9.96,Not Detected
23/2/2026,03:21:59,Living Room,27.2,83.2,10.01,Not Detected
23/2/2026,03:21:58,Bedroom,27,83.3,6.28,Not Detected
23/2/2026,03:20:55,Living Room,27.2,83.2,10.01,Not Detected
23/2/2026,03:20:54,Bedroom,27,83.3,6.25,Not Detected
23/2/2026,03:20:00,Living Room,27.2,83.2,10.09,Not Detected
23/2/2026,03:19:59,Bedroom,27,83.2,6.11,Not Detected
23/2/2026,03:18:56,Living Room,27.2,83.2,10.09,Not Detected
23/2/2026,03:18:55,Bedroom,27,83.2,6.15,Not Detected
23/2/2026,03:18:01,Living Room,27.2,83.1,9.99,Not Detected
23/2/2026,03:17:59,Bedroom,27,83.2,6.25,Not Detected
23/2/2026,03:16:01,Living Room,27.2,83.1,9.96,Not Detected
23/2/2026,03:16:00,Bedroom,27,83.1,6.2,Not Detected
23/2/2026,03:15:07,Living Room,27.2,83.1,9.96,Not Detected
23/2/2026,03:15:05,Bedroom,27,83.1,6.18,Not Detected
23/2/2026,03:14:01,Living Room,27.2,83.2,10.06,Not Detected
23/2/2026,03:14:00,Bedroom,27,83.1,6.25,Not Detected
23/2/2026,03:12:58,Living Room,27.2,83.1,9.99,Not Detected
23/2/2026,03:12:56,Bedroom,27,83.1,6.06,Not Detected
23/2/2026,03:12:03,Living Room,27.2,83.1,9.87,Not Detected
23/2/2026,03:12:02,Bedroom,27,83.1,6.18,Not Detected
23/2/2026,03:10:59,Living Room,27.2,83.1,9.96,Not Detected
23/2/2026,03:10:58,Bedroom,27,83.1,6.06,Not Detected
23/2/2026,03:10:04,Living Room,27.2,83.1,10.06,Not Detected
23/2/2026,03:10:02,Bedroom,27,83.2,6.15,Not Detected
23/2/2026,03:09:00,Living Room,27.2,83.1,9.87,Not Detected
23/2/2026,03:08:59,Bedroom,27,83.1,5.91,Not Detected
23/2/2026,03:07:56,Living Room,27.2,83,10.06,Not Detected
23/2/2026,03:07:55,Bedroom,27,83.1,6.18,Not Detected
23/2/2026,03:06:58,Living Room,27.2,83.1,9.89,Not Detected
23/2/2026,03:06:57,Bedroom,27,83.1,5.91,Not Detected
23/2/2026,03:06:04,Living Room,27.2,83,9.96,Not Detected
23/2/2026,03:06:02,Bedroom,27,83.1,6.15,Not Detected
23/2/2026,03:04:59,Living Room,27.3,83,9.96,Not Detected
23/2/2026,03:04:57,Bedroom,27,83.1,5.91,Not Detected
23/2/2026,03:04:03,Living Room,27.2,83,9.99,Not Detected
23/2/2026,03:04:01,Bedroom,27,83,6.25,Not Detected
23/2/2026,03:02:59,Living Room,27.2,83,9.96,Not Detected
23/2/2026,03:02:58,Bedroom,27.1,83,6.01,Not Detected
23/2/2026,03:02:02,Bedroom,27.1,83,6.2,Not Detected
23/2/2026,03:01:54,Living Room,27.2,83,9.99,Not Detected
23/2/2026,03:00:58,Living Room,27.2,83,10.04,Not Detected
23/2/2026,03:00:57,Bedroom,27.1,83,6.15,Not Detected
23/2/2026,03:00:03,Living Room,27.2,83,9.99,Not Detected
23/2/2026,03:00:02,Bedroom,27.1,83,6.01,Not Detected
23/2/2026,02:59:00,Living Room,27.2,83,10.09,Not Detected
23/2/2026,02:58:59,Bedroom,27,83,6.08,Not Detected
23/2/2026,02:57:55,Living Room,27.2,83,9.89,Not Detected
23/2/2026,02:57:54,Bedroom,27,83,5.89,Not Detected
23/2/2026,02:57:00,Living Room,27.2,83,9.89,Not Detected
23/2/2026,02:56:59,Bedroom,27,83,6.25,Not Detected
23/2/2026,02:55:56,Living Room,27.2,83.2,9.87,Not Detected
23/2/2026,02:55:55,Bedroom,27.1,83,6.01,Not Detected
23/2/2026,02:55:01,Living Room,27.3,83,10.09,Not Detected
23/2/2026,02:55:00,Bedroom,27.1,83,6.25,Not Detected
23/2/2026,02:53:57,Living Room,27.3,83,10.01,Not Detected
23/2/2026,02:53:56,Bedroom,27.1,83.1,6.18,Not Detected
23/2/2026,02:53:01,Bedroom,27.1,83.1,6.08,Not Detected
23/2/2026,02:52:53,Living Room,27.3,83.1,10.01,Not Detected
23/2/2026,02:51:01,Living Room,27.2,83.1,9.96,Not Detected
23/2/2026,02:51:00,Bedroom,27.1,83.1,6.2,Not Detected
23/2/2026,02:50:06,Living Room,27.3,83.2,10.01,Not Detected
23/2/2026,02:50:05,Bedroom,27.1,83.2,5.86,Not Detected
23/2/2026,02:49:02,Living Room,27.3,83.1,10.09,Not Detected
23/2/2026,02:49:00,Bedroom,27.1,83.1,6.25,Not Detected
23/2/2026,02:47:57,Living Room,27.2,83.1,9.89,Not Detected
23/2/2026,02:47:55,Bedroom,27.1,83.2,6.11,Not Detected
23/2/2026,02:47:02,Living Room,27.2,83.1,9.96,Not Detected
23/2/2026,02:47:01,Bedroom,27.1,83.2,6.08,Not Detected
23/2/2026,02:43:02,Living Room,27.3,83,9.79,Not Detected
23/2/2026,02:43:01,Bedroom,27.1,83.1,6.18,Not Detected
23/2/2026,02:41:02,Living Room,27.3,83,9.99,Not Detected
23/2/2026,02:41:01,Bedroom,27.1,83,6.08,Not Detected
23/2/2026,02:40:07,Living Room,27.3,83,9.96,Not Detected
23/2/2026,02:40:06,Bedroom,27.1,83.1,5.96,Not Detected
23/2/2026,02:38:55,Living Room,27.3,82.9,9.99,Not Detected
23/2/2026,02:38:54,Bedroom,27.1,83,5.98,Not Detected
23/2/2026,02:38:00,Living Room,27.3,83,9.96,Not Detected
23/2/2026,02:37:58,Bedroom,27.1,83,5.98,Not Detected
23/2/2026,02:36:56,Living Room,27.3,82.9,9.96,Not Detected
23/2/2026,02:36:55,Bedroom,27.1,83,6.06,Not Detected
23/2/2026,02:35:58,Living Room,27.3,82.9,9.82,Not Detected
23/2/2026,02:35:57,Bedroom,27.1,83,6.08,Not Detected
23/2/2026,02:35:04,Living Room,27.3,82.9,9.96,Not Detected
23/2/2026,02:35:03,Bedroom,27.1,83,5.96,Not Detected
23/2/2026,02:33:59,Living Room,27.3,82.9,9.87,Not Detected
23/2/2026,02:33:58,Bedroom,27.1,83,6.06,Not Detected
23/2/2026,02:32:59,Living Room,27.3,82.9,9.77,Not Detected
23/2/2026,02:32:58,Bedroom,27.1,83,5.84,Not Detected
23/2/2026,02:32:03,Living Room,27.3,82.9,9.87,Not Detected
23/2/2026,02:32:02,Bedroom,27.1,82.9,6.08,Not Detected
23/2/2026,02:30:58,Living Room,27.3,82.9,9.84,Not Detected
23/2/2026,02:30:57,Bedroom,27.1,82.9,6.25,Not Detected
23/2/2026,02:30:12,Living Room,27.3,82.9,9.82,Not Detected
23/2/2026,02:30:11,Bedroom,27.1,82.9,6.06,Not Detected
23/2/2026,02:28:59,Living Room,27.3,82.9,9.91,Not Detected
23/2/2026,02:28:58,Bedroom,27.1,82.9,6.01,Not Detected
23/2/2026,02:28:04,Living Room,27.3,82.8,9.82,Not Detected
23/2/2026,02:28:03,Bedroom,27.1,82.9,6.06,Not Detected
23/2/2026,02:27:00,Living Room,27.3,82.8,9.74,Not Detected
23/2/2026,02:26:59,Bedroom,27.1,82.9,5.96,Not Detected
23/2/2026,02:25:55,Living Room,27.3,82.8,9.91,Not Detected
23/2/2026,02:25:54,Bedroom,27.1,82.9,6.18,Not Detected
23/2/2026,02:25:00,Living Room,27.3,82.8,9.74,Not Detected
23/2/2026,02:24:59,Bedroom,27.1,82.9,5.98,Not Detected
23/2/2026,02:23:56,Living Room,27.3,82.8,9.82,Not Detected
23/2/2026,02:23:55,Bedroom,27.1,82.8,6.18,Not Detected
23/2/2026,02:22:59,Living Room,27.3,82.8,9.96,Not Detected
23/2/2026,02:22:58,Bedroom,27.1,82.9,6.01,Not Detected
23/2/2026,02:22:03,Bedroom,27.1,82.9,5.96,Not Detected
23/2/2026,02:21:55,Living Room,27.3,82.8,9.87,Not Detected
23/2/2026,02:20:59,Living Room,27.3,82.8,9.96,Not Detected
23/2/2026,02:20:57,Bedroom,27.1,82.9,5.98,Not Detected
23/2/2026,02:18:02,Living Room,27.3,82.8,9.84,Not Detected
23/2/2026,02:18:01,Bedroom,27.1,82.9,6.01,Not Detected
23/2/2026,02:16:55,Living Room,27.3,82.8,9.77,Not Detected
23/2/2026,02:16:54,Bedroom,27.1,82.9,6.11,Not Detected
23/2/2026,02:16:01,Living Room,27.3,82.8,10.04,Not Detected
23/2/2026,02:15:59,Bedroom,27.1,82.9,5.91,Not Detected
23/2/2026,02:15:07,Living Room,27.3,82.8,9.74,Not Detected
23/2/2026,02:15:05,Bedroom,27.1,82.8,5.81,Not Detected
23/2/2026,02:14:03,Living Room,27.3,82.8,9.74,Not Detected
23/2/2026,02:14:02,Bedroom,27.1,82.9,5.93,Not Detected
23/2/2026,02:13:01,Bedroom,27.1,82.9,5.98,Not Detected
23/2/2026,02:12:53,Living Room,27.3,82.8,9.82,Not Detected
23/2/2026,02:11:57,Living Room,27.3,82.8,9.72,Not Detected
23/2/2026,02:11:56,Bedroom,27.1,82.8,5.76,Not Detected
23/2/2026,02:08:57,Living Room,27.3,82.7,9.89,Not Detected
23/2/2026,02:08:55,Bedroom,27.1,82.8,5.91,Not Detected
23/2/2026,02:07:02,Living Room,27.3,82.7,9.82,Not Detected
23/2/2026,02:07:01,Bedroom,27.1,82.8,5.84,Not Detected
23/2/2026,02:06:03,Bedroom,27.1,82.8,5.96,Not Detected
23/2/2026,02:05:55,Living Room,27.3,82.7,9.82,Not Detected
23/2/2026,02:05:06,Living Room,27.3,82.6,10.01,Not Detected
23/2/2026,02:05:04,Bedroom,27.1,82.8,6.01,Not Detected
23/2/2026,02:03:55,Living Room,27.3,82.6,9.74,Not Detected
23/2/2026,02:03:54,Bedroom,27.1,82.8,6.08,Not Detected
23/2/2026,02:02:59,Living Room,27.4,82.6,9.91,Not Detected
23/2/2026,02:02:58,Bedroom,27.1,82.8,5.96,Not Detected
23/2/2026,02:02:01,Living Room,27.4,82.6,9.77,Not Detected
23/2/2026,02:01:59,Bedroom,27.1,82.8,5.96,Not Detected
23/2/2026,02:00:56,Living Room,27.3,82.5,9.89,Not Detected
23/2/2026,02:00:54,Bedroom,27.1,82.7,5.98,Not Detected
23/2/2026,01:58:56,Living Room,27.3,82.4,9.82,Not Detected
23/2/2026,01:58:55,Bedroom,27.2,82.6,5.93,Not Detected
23/2/2026,01:57:54,Living Room,27.4,82.4,9.79,Not Detected
23/2/2026,01:57:52,Bedroom,27.2,82.6,5.84,Not Detected
23/2/2026,01:56:57,Living Room,27.4,82.3,9.74,Not Detected
23/2/2026,01:56:56,Bedroom,27.2,82.5,5.79,Not Detected
23/2/2026,01:56:00,Living Room,27.4,82.2,9.77,Not Detected
23/2/2026,01:55:58,Bedroom,27.2,82.4,6.01,Not Detected
23/2/2026,01:55:03,Bedroom,27.2,82.4,5.84,Not Detected
23/2/2026,01:54:55,Living Room,27.4,82.2,9.43,Not Detected
23/2/2026,01:54:02,Bedroom,27.2,82.5,10.48,Detected
23/2/2026,01:53:53,Living Room,27.4,82.2,13.75,Detected
23/2/2026,01:53:03,Bedroom,27.2,82.4,10.57,Detected
23/2/2026,01:52:55,Living Room,27.4,82.1,13.97,Detected
23/2/2026,01:51:58,Living Room,27.4,82,14.07,Not Detected
23/2/2026,01:51:57,Bedroom,27.2,82.3,10.62,Not Detected
23/2/2026,01:51:03,Living Room,27.4,82,13.99,Detected
23/2/2026,01:51:01,Bedroom,27.2,82.3,10.7,Detected
23/2/2026,01:48:01,Living Room,27.4,82.1,14.02,Not Detected
23/2/2026,01:48:00,Bedroom,27.2,82.3,10.53,Not Detected
23/2/2026,01:40:04,Living Room,27.4,82.2,89.21,Detected
23/2/2026,01:40:03,Bedroom,27.2,82.2,89.38,Detected
23/2/2026,01:38:59,Living Room,27.4,82.2,89.28,Not Detected
23/2/2026,01:38:57,Bedroom,27.2,82.2,89.33,Not Detected
23/2/2026,01:38:03,Living Room,27.4,82.1,89.21,Detected
23/2/2026,01:38:01,Bedroom,27.2,82.1,89.33,Detected
23/2/2026,01:36:58,Living Room,27.4,82,89.3,Not Detected
23/2/2026,01:36:57,Bedroom,27.2,82,89.33,Not Detected
23/2/2026,01:36:02,Living Room,27.4,82.1,89.23,Not Detected
23/2/2026,01:36:00,Bedroom,27.3,82,89.23,Not Detected
23/2/2026,01:35:05,Bedroom,27.3,81.9,89.23,Detected
23/2/2026,01:34:56,Living Room,27.4,82.1,89.23,Detected
23/2/2026,01:33:59,Living Room,27.4,82.1,89.23,Not Detected
23/2/2026,01:33:58,Bedroom,27.3,81.9,89.33,Not Detected
23/2/2026,01:33:02,Living Room,27.4,82,89.18,Not Detected
23/2/2026,01:33:01,Bedroom,27.3,81.9,89.28,Not Detected
23/2/2026,01:31:57,Living Room,27.4,82.1,89.23,Not Detected
23/2/2026,01:31:56,Bedroom,27.3,81.9,89.3,Not Detected
23/2/2026,01:31:01,Living Room,27.4,82.1,89.18,Not Detected
23/2/2026,01:31:00,Bedroom,27.3,81.9,89.3,Not Detected
23/2/2026,01:30:12,Living Room,27.4,82.1,89.28,Not Detected
23/2/2026,01:30:11,Bedroom,27.3,81.9,89.35,Not Detected
23/2/2026,01:28:56,Living Room,27.4,82.1,89.26,Not Detected
23/2/2026,01:28:55,Bedroom,27.3,81.9,89.33,Not Detected
23/2/2026,01:27:59,Living Room,27.4,82.1,89.33,Not Detected
23/2/2026,01:27:58,Bedroom,27.3,82,89.38,Not Detected
23/2/2026,01:27:02,Bedroom,27.2,82.2,89.28,Not Detected
23/2/2026,01:26:54,Living Room,27.4,82.1,89.28,Not Detected
23/2/2026,01:25:56,Living Room,27.4,82,89.16,Not Detected
23/2/2026,01:25:55,Bedroom,27.2,82.2,89.28,Not Detected
23/2/2026,01:25:00,Living Room,27.4,82.1,89.21,Not Detected
23/2/2026,01:24:58,Bedroom,27.2,82.2,89.35,Not Detected
23/2/2026,01:24:03,Bedroom,27.2,82.2,89.33,Not Detected
23/2/2026,01:23:55,Living Room,27.4,82,89.18,Not Detected
23/2/2026,01:22:59,Living Room,27.4,82,89.08,Not Detected
23/2/2026,01:22:58,Bedroom,27.2,82.2,89.23,Not Detected
23/2/2026,01:22:02,Bedroom,27.2,82.1,89.23,Not Detected
23/2/2026,01:21:55,Living Room,27.4,82,89.18,Not Detected
23/2/2026,01:20:00,Living Room,27.4,82,89.28,Not Detected
23/2/2026,01:19:59,Bedroom,27.2,82.1,89.33,Not Detected
23/2/2026,01:18:55,Living Room,27.4,82,89.28,Not Detected
23/2/2026,01:18:53,Bedroom,27.2,82.1,89.23,Not Detected
23/2/2026,01:17:02,Bedroom,27.2,82.1,89.28,Not Detected
23/2/2026,01:16:54,Living Room,27.4,81.9,89.21,Not Detected
23/2/2026,01:15:07,Bedroom,27.2,82.1,89.28,Not Detected
23/2/2026,01:14:59,Living Room,27.4,81.9,89.28,Not Detected
23/2/2026,01:14:03,Bedroom,27.2,82.1,89.3,Not Detected
23/2/2026,01:13:54,Living Room,27.5,81.9,89.28,Not Detected
23/2/2026,01:12:02,Living Room,27.5,81.8,89.18,Not Detected
23/2/2026,01:12:01,Bedroom,27.2,82.1,89.33,Not Detected
23/2/2026,01:11:02,Living Room,27.5,81.8,89.13,Not Detected
23/2/2026,01:11:01,Bedroom,27.2,82,89.3,Not Detected
23/2/2026,01:10:05,Living Room,27.5,81.8,89.57,Not Detected
23/2/2026,01:10:04,Bedroom,27.2,82,89.6,Not Detected
23/2/2026,01:09:01,Living Room,27.5,81.8,89.33,Not Detected
23/2/2026,01:09:00,Bedroom,27.3,81.9,89.21,Not Detected
23/2/2026,01:07:56,Living Room,27.5,81.8,89.18,Not Detected
23/2/2026,01:07:54,Bedroom,27.3,81.9,89.23,Not Detected
23/2/2026,01:06:59,Living Room,27.5,81.7,89.16,Not Detected
23/2/2026,01:06:58,Bedroom,27.3,81.9,89.23,Not Detected
23/2/2026,01:06:03,Living Room,27.5,81.7,89.13,Not Detected
23/2/2026,01:06:02,Bedroom,27.2,81.9,89.28,Not Detected
23/2/2026,01:05:05,Bedroom,27.2,81.8,89.3,Not Detected
23/2/2026,01:04:57,Living Room,27.5,81.7,89.23,Not Detected
23/2/2026,01:03:58,Living Room,27.5,81.6,89.18,Not Detected
23/2/2026,01:03:57,Bedroom,27.3,81.8,89.23,Not Detected
23/2/2026,01:02:50,Living Room,27.5,81.6,89.21,Not Detected
23/2/2026,01:02:49,Bedroom,27.3,81.8,89.3,Not Detected
23/2/2026,01:01:59,Living Room,27.5,81.6,89.28,Not Detected
23/2/2026,01:01:58,Bedroom,27.3,81.8,89.28,Not Detected
23/2/2026,01:01:01,Living Room,27.5,81.5,89.3,Not Detected
23/2/2026,01:01:00,Bedroom,27.2,81.8,89.21,Not Detected
23/2/2026,01:00:06,Living Room,27.5,81.5,89.28,Not Detected
23/2/2026,01:00:05,Bedroom,27.3,81.7,89.28,Not Detected
23/2/2026,00:59:01,Living Room,27.5,81.5,89.13,Not Detected
23/2/2026,00:59:00,Bedroom,27.3,81.7,89.21,Not Detected
23/2/2026,00:57:57,Living Room,27.5,81.4,89.13,Not Detected
23/2/2026,00:57:55,Bedroom,27.3,81.7,89.3,Not Detected
23/2/2026,00:57:01,Living Room,27.5,81.4,89.21,Not Detected
23/2/2026,00:56:59,Bedroom,27.3,81.7,89.3,Not Detected
23/2/2026,00:56:03,Bedroom,27.3,81.6,89.23,Not Detected
23/2/2026,00:55:55,Living Room,27.5,81.3,89.21,Not Detected
23/2/2026,00:54:03,Bedroom,27.3,81.6,89.82,Not Detected
23/2/2026,00:53:55,Living Room,27.6,81.2,89.16,Not Detected
23/2/2026,00:53:00,Living Room,27.6,81.2,89.69,Not Detected
23/2/2026,00:52:58,Bedroom,27.3,81.5,89.79,Not Detected
23/2/2026,00:52:04,Living Room,27.6,81.2,89.69,Not Detected
23/2/2026,00:52:02,Bedroom,27.3,81.5,89.79,Not Detected
23/2/2026,00:50:59,Living Room,27.6,81.1,89.21,Not Detected
23/2/2026,00:50:58,Bedroom,27.4,81.4,89.18,Not Detected
23/2/2026,00:50:04,Living Room,27.6,81,89.21,Not Detected
23/2/2026,00:50:03,Bedroom,27.4,81.4,89.33,Not Detected
